"Lat","Lon","Index","Region"
60.078265162864,19.7965739684289,1040,"N Baltic"
60.0768456154457,20.7837776771044,1041,"N Baltic"
60.0773351055294,21.216684459311,1042,"N Baltic"
60.0761929767791,21.6495813563506,1043,"N Baltic"
60.0823774063835,24.7002246246754,1044,"Gulf of Finland"
60.0984738240516,18.8767203629209,1045,"N Baltic"
60.101086788276,20.4195202891458,1046,"N Baltic"
60.1029486905541,20.8527899578343,1047,"N Baltic"
60.1031773547027,21.2860913439115,1048,"N Baltic"
60.1017727362715,21.7193748883862,1049,"N Baltic"
60.0987187779415,27.0325284756952,1050,"Gulf of Finland"
60.1112309225126,20.7313485018864,1051,"N Baltic"
60.1083881929326,22.0315728282186,1052,"N Baltic"
60.1141556743994,22.3439061872063,1053,"N Baltic"
60.1060685017978,24.7726636195169,1054,"Gulf of Finland"
60.1148419782057,29.9032891836688,1055,"Gulf of Finland"
60.1193851271993,20.6098371148275,1056,"N Baltic"
60.1319729482247,18.8219831866075,1057,"N Baltic"
60.1274111798951,20.48825683021,1058,"N Baltic"
60.1337390158533,22.1017858268906,1059,"N Baltic"
60.1393160237891,22.4144096830096,1060,"N Baltic"
60.1406409491505,25.0379744645047,1061,"Gulf of Finland"
60.1435200396262,29.2804550867151,1062,"Gulf of Finland"
60.1461049580976,19.6892212911158,1063,"N Baltic"
60.1536976454239,20.5571202088464,1064,"N Baltic"
60.1464812658245,21.1127439002027,1065,"N Baltic"
60.1547450923608,21.4252821394001,1066,"N Baltic"
60.1533212298257,24.9179022343225,1067,"Gulf of Finland"
60.146988472094,29.4743946550501,1068,"Gulf of Finland"
60.1615218177561,25.4239101078836,1069,"Gulf of Finland"
60.1746057313009,25.3039235166992,1070,"Gulf of Finland"
60.1706094216847,29.7448396012702,1071,"Gulf of Finland"
60.1799460536477,20.6261105769499,1072,"N Baltic"
60.1810273611807,21.0605844517541,1073,"N Baltic"
60.1804703181631,21.4950663213719,1074,"N Baltic"
60.176882601305,24.9907019850428,1075,"Gulf of Finland"
60.1847631448167,25.4971461037965,1076,"Gulf of Finland"
60.1811092803117,25.8103939921603,1077,"Gulf of Finland"
60.1869917711507,19.5132594505756,1078,"N Baltic"
60.1879914397501,20.5042763132464,1079,"N Baltic"
60.187565346637,25.1838272174225,1080,"Gulf of Finland"
60.1959082514694,20.3823737577567,1081,"N Baltic"
60.1969902453672,21.6865655638169,1082,"N Baltic"
60.1979247321035,25.3770951642284,1083,"Gulf of Finland"
60.2041063346489,25.8839939323516,1084,"Gulf of Finland"
60.2061562730971,21.564976538549,1085,"N Baltic"
60.2109619838976,25.2569337243457,1086,"Gulf of Finland"
60.2079603571815,25.570501580842,1087,"Gulf of Finland"
60.2222664062328,20.451305058844,1088,"N Baltic"
60.2240059994206,20.8864215714942,1089,"N Baltic"
60.2211997341059,25.4503866359487,1090,"Gulf of Finland"
60.2318028252295,21.635012923954,1091,"N Baltic"
60.2343147389939,25.330160396151,1092,"Gulf of Finland"
60.2270587841435,25.9577127520245,1093,"Gulf of Finland"
60.2405217203055,20.6424533749428,1094,"N Baltic"
60.2444306064424,25.5237979859909,1095,"Gulf of Finland"
60.248093686176,21.8269379433311,1096,"N Baltic"
60.2542219150552,25.7175711831659,1097,"Gulf of Finland"
60.2587574385027,21.269518426997,1098,"N Baltic"
60.2574098423915,21.7051756095817,1099,"N Baltic"
60.2728293464823,26.1055072027417,1100,"Gulf of Finland"
60.2698860873815,28.8416798038553,1101,"Gulf of Finland"
60.2815460481388,19.4729782124864,1102,"N Baltic"
60.2828784899713,20.4672992058246,1103,"N Baltic"
60.2845564803051,20.9033449497739,1104,"N Baltic"
60.2760854205235,21.0254764898045,1105,"N Baltic"
60.2845893831977,21.3394169619207,1106,"N Baltic"
60.2817763416713,28.5282369391565,1107,"Gulf of Finland"
60.2865142774831,28.7230165882762,1108,"Gulf of Finland"
